ko,sequence_count,full_f1,full_note,frag_f1,frag_note
K09027,363,0.850394,,0.6875,
K09028,96,0.969697,,0.695652,
K09029,95,0.923077,,0.967742,
K09030,143,0.954545,,0.809524,
K09031,117,0.693878,,0.645161,
K09032,161,0.608696,,0.666667,
K09033,113,1.0,,0.888889,
K09034,379,0.822581,,0.813559,
K09035,116,0.769231,,0.666667,
K09036,137,0.711111,,0.75,
K09037,360,0.919708,,0.881356,
K09038,49,0.923077,,0.857143,
K09039,42,0.842105,,0.888889,
K09040,373,0.890411,,0.882883,
K09041,49,0.6,,0.625,
K09042,394,0.973333,,0.907216,
K09043,359,0.77686,,0.675676,
K09044,91,0.780488,,0.736842,
K09045,126,0.883721,,0.8125,
K09047,114,0.976744,,0.923077,
K09048,1204,0.927536,,0.903047,
K09049,168,0.884615,,0.903226,
K09051,134,0.875,,0.758621,
K09052,190,0.771429,,0.654545,
K09053,77,0.928571,,0.727273,
K09054,317,0.854701,,0.817204,
K09055,103,0.923077,,0.88,
K09056,184,0.8,,0.909091,
K09057,406,0.848101,,0.817204,
K09058,198,0.972973,,0.931034,
K09059,164,0.852459,,0.666667,
K09060,588,0.868778,,0.787097,
K09061,206,0.972973,,0.941176,
K09062,205,0.861111,,0.742857,
K09063,184,0.865672,,0.862069,
K09064,153,0.979592,,0.837209,
K09065,87,0.83871,,0.769231,
K09066,193,0.866667,,0.913043,
K09067,1081,0.845771,,0.741641,
K09068,359,0.829932,,0.828125,
K09069,384,0.85906,,0.836364,
K09070,211,0.643478,,0.626506,
K09071,73,0.923077,,0.866667,
K09072,131,0.603175,,0.48,
K09073,266,0.886598,,0.860759,
K09074,41,1.0,,1.0,
K09075,220,0.964706,,0.955224,
K09076,326,0.828571,,0.818898,
K09077,138,0.981132,,1.0,
K09078,98,1.0,,0.869565,
K09079,121,1.0,,0.765957,
K09080,106,0.962963,,0.555556,
K09081,200,0.825397,,0.576923,
K09082,91,0.666667,,0.6,
K09083,798,0.878205,,0.780876,
K09084,328,0.917293,,0.917647,
K09085,386,0.948052,,0.901639,
K09086,243,0.903226,,0.829268,
K09087,935,0.903955,,0.704981,
K09088,178,0.952381,,0.844444,
K09089,58,1.0,,0.727273,
K09090,626,0.858369,,0.701987,
K09091,488,0.932642,,0.9,
K09092,187,0.972973,,0.8,
K09093,574,0.767347,,0.789744,
K09094,193,1.0,,0.84,
K09095,167,0.983051,,0.938776,
K09096,81,0.967742,,0.9,
K09097,270,0.963636,,0.941176,
K09098,346,0.964029,,0.941176,
K09099,151,0.925926,,0.956522,
K09100,398,0.948718,,0.883721,
K09101,125,1.0,,0.969697,
K09102,93,0.736842,,0.5,
K09103,354,0.92562,,0.977273,
K09104,171,0.722892,,0.627451,
K09105,216,0.869565,,0.77551,
K09106,377,0.939597,,0.9,
K09107,109,0.85,,0.969697,
K09108,255,0.893617,,0.811594,
K09109,178,0.947368,,0.888889,
K09110,183,0.953846,,0.789474,
K09111,7,1.0,,0.0,
K09112,14,0.8,,0.5,
K09113,795,0.922118,,0.784,
K09114,519,0.94898,,0.832215,
K09115,311,0.907692,,0.842105,
K09116,424,0.969325,,0.84,
K09117,3222,0.954436,,0.895067,
K09118,1189,0.976842,,0.859416,
K09119,229,0.9,,0.819672,
K09120,364,0.925373,,0.789474,
K09121,1262,0.951579,,0.884393,
K09122,849,0.957317,,0.803213,
K09123,148,0.981132,,0.965517,
K09124,60,0.25,,0.47619,
K09125,2488,0.956989,,0.833333,
K09126,176,0.967742,,0.882353,
K09127,356,0.739496,,0.714286,
K09128,202,0.929577,,0.943396,
K09129,257,0.990291,,0.876404,
K09130,31,1.0,,0.666667,
K09131,2387,0.936455,,0.904306,
K09132,245,0.758621,,0.509804,
K09133,159,0.80597,,0.952381,
K09134,17,0.8,,1.0,
K09135,82,0.857143,,0.470588,
K09136,1356,0.868476,,0.696629,
K09137,725,0.88172,,0.788991,
K09138,379,0.928571,,0.811881,
K09139,102,0.969697,,0.823529,
K09140,908,0.976608,,0.885813,
K09141,692,0.882129,,0.714286,
K09142,759,0.945205,,0.853081,
K09143,191,0.77193,,0.8,
K09144,19,0.666667,,0.333333,
K09145,237,0.707317,,0.756757,
K09146,329,0.953125,,0.850575,
K09147,121,0.638298,,0.521739,
K09148,244,0.844444,,0.84507,
K09149,117,0.742857,,0.571429,
K09150,219,0.988506,,0.967742,
K09152,160,0.920635,,0.871795,
K09153,282,0.840336,,0.782609,
K09154,414,0.781457,,0.772727,
K09155,480,0.897727,,0.849558,
K09156,182,0.984615,,0.829268,
K09157,705,0.985075,,0.933962,
K09158,1120,0.879121,,0.781818,
K09159,1565,0.911184,,0.765385,
K09160,1155,0.991111,,0.920792,
K09161,172,0.807692,,0.611111,
K09162,29,0.8,,0.727273,
K09163,299,0.982143,,0.819277,
K09164,1354,0.958955,,0.787234,
K09165,1185,0.968288,,0.910284,
K09166,850,0.919753,,0.754545,
K09167,1854,0.740223,,0.605442,
K09168,87,0.526316,,0.888889,
K09169,48,0.8,,0.75,
K09170,111,0.909091,,0.923077,
K09171,85,0.782609,,0.516129,
K09172,119,0.888889,,0.787879,
K09173,621,0.957983,,0.874317,
K09174,136,0.958333,,0.972973,
K09175,324,0.854962,,0.72973,
K09176,157,0.77551,,0.685714,
K09177,75,0.916667,,0.916667,
K09178,28,0.5,,0.666667,
K09179,89,0.928571,,0.875,
K09180,84,0.705882,,0.615385,
K09181,960,0.989418,,0.906574,
K09182,58,0.823529,,0.461538,
K09183,322,0.619469,,0.57732,
K09184,418,0.862745,,0.8,
K09185,141,0.833333,,0.809524,
K09186,217,0.791667,,0.760563,
K09187,235,0.979167,,0.857143,
K09188,483,0.89,,0.804878,
K09189,240,0.778947,,0.810811,
K09190,554,0.93,,0.814815,
K09191,2399,0.40411,,0.693069,
K09192,104,0.944444,,0.705882,
K09193,135,0.909091,,0.8125,
K09194,100,0.848485,,0.642857,
K09195,259,0.782609,,0.714286,
K09196,73,1.0,,0.888889,
K09197,52,0.909091,,1.0,
K09198,121,0.681818,,0.615385,
K09199,67,0.375,,0.0,
K09200,142,0.392157,,0.580645,
K09201,274,0.914286,,0.88,
K09202,52,0.461538,,0.8,
K09203,222,0.8,,0.736842,
K09204,175,0.892857,,0.8,
K09205,345,0.797101,,0.771084,
K09206,405,0.830189,,0.703297,
K09207,362,0.910569,,0.804878,
K09208,395,0.900662,,0.784,
K09209,459,0.937853,,0.835616,
K09210,402,0.894737,,0.753247,
K09211,80,0.903226,,0.571429,
K09213,177,0.746269,,0.695652,
K09214,198,0.857143,,0.842105,
K09215,566,0.913043,,0.824242,
K09216,552,0.948357,,0.787097,
K09217,137,0.851064,,0.777778,
K09219,381,0.69863,,0.726027,
K09220,586,0.955752,,0.887574,
K09221,79,0.727273,,0.571429,
K09222,225,0.987654,,0.896552,
K09223,767,0.871473,,0.853755,
K09224,52,0.285714,,0.25,
K09225,234,0.695652,,0.439024,
K09226,122,0.85,,0.538462,
K09227,74,0.956522,,0.625,
K09228,42036,0.61955,,0.562722,
K09229,2067,0.739003,,0.574879,
K09230,2350,0.726225,,0.617284,
K09231,138,0.897959,,0.871795,
K09232,521,0.919431,,0.901961,
K09233,310,0.899225,,0.880952,
K09234,130,0.956522,,0.896552,
K09235,38,0.888889,,0.571429,
K09236,313,0.882883,,0.851485,
K09237,130,0.772727,,0.866667,
K09238,45,0.888889,,1.0,
K09239,690,0.916364,,0.791837,
K09240,40,0.941176,,0.8,
K09241,82,0.333333,,0.153846,
K09242,64,0.594595,,0.333333,
K09243,42,0.941176,,0.545455,
K09244,43,0.666667,,0.5,
K09245,76,0.363636,,0.181818,
K09246,112,0.65,,0.714286,
K09247,25,0.666667,,0.888889,
K09248,117,0.271186,,0.095238,
K09249,20,0.888889,,0.8,
K09250,912,0.780059,,0.682119,
K09251,277,0.942308,,0.846154,
K09252,244,0.65,,0.647887,
K09253,176,0.942857,,0.888889,
K09254,452,0.928962,,0.877193,
K09255,730,0.852941,,0.548043,
K09256,182,0.901408,,0.8,
K09257,392,0.893333,,0.873016,
K09258,180,0.9,,0.8,
K09259,268,0.94,,0.820513,
K09260,211,0.727273,,0.688525,
K09261,147,0.981818,,0.952381,
K09262,115,0.933333,,0.8125,
K09264,2090,0.742049,,0.649215,
K09265,135,0.862745,,0.896552,
K09266,42,0.923077,,0.615385,
K09267,727,0.827338,,0.763158,
K09268,219,0.95,,0.897959,
K09269,357,0.818182,,0.841121,
K09270,697,0.750988,,0.672897,
K09271,191,0.90625,,0.837209,
K09272,497,0.983784,,0.92517,
K09273,413,0.802326,,0.786885,
K09274,47,0.695652,,0.5,
K09275,957,0.941504,,0.895105,
K09276,341,0.774775,,0.758621,
K09277,133,0.913043,,0.878049,
K09278,85,0.606061,,0.695652,
K09279,97,0.588235,,0.823529,
K09280,129,0.75,,0.6875,
K09281,2,0.666667,,1.0,
K09282,174,0.5,,0.41791,
K09283,266,0.604167,,0.595238,
K09284,663,0.980695,,0.955357,
K09285,1309,0.878307,,0.84696,
K09286,5625,0.601596,,0.561822,
K09287,1722,0.888235,,0.75717,
K09288,192,0.923077,,1.0,
K09289,223,0.930233,,0.931507,
K09290,163,0.518519,,0.666667,
K09291,644,0.930612,,0.854545,
K09292,170,0.9375,,0.769231,
K09293,79,1.0,,0.96,
K09294,280,0.825688,,0.888889,
K09295,67,0.846154,,0.777778,
K09296,177,0.882353,,0.826087,
K09297,180,1.0,,0.981818,
K09298,287,0.981481,,0.883117,
K09299,185,0.972222,,0.96,
K09300,106,0.974359,,0.903226,
K09301,607,0.897436,,0.782609,
K09302,400,0.867925,,0.888889,
K09303,548,0.876712,,0.825581,
K09304,495,0.926316,,0.9,
K09305,442,0.896104,,0.728814,
K09306,218,0.911392,,0.833333,
K09307,530,0.80203,,0.753247,
K09308,163,0.962963,,0.878049,
K09309,506,0.965174,,0.951724,
K09310,339,0.96875,,0.930693,
K09312,474,0.886228,,0.846715,
K09313,680,0.924242,,0.778378,
K09314,298,0.93578,,0.833333,
K09315,104,1.0,,0.857143,
K09317,385,0.938776,,0.814159,
K09318,245,0.931818,,0.923077,
K09319,578,0.927273,,0.877193,
K09320,446,0.928177,,0.94964,
K09321,338,0.947368,,0.918033,
K09322,388,0.915493,,0.816327,
K09323,133,0.956522,,0.941176,
K09324,238,0.909091,,0.789474,
K09325,177,0.971429,,0.923077,
K09326,239,0.826087,,0.779221,
K09327,165,0.933333,,0.851064,
K09328,369,0.957143,,0.945055,
K09329,264,0.868687,,0.776471,
K09330,270,0.875,,0.891304,
K09331,280,0.945455,,0.886364,
K09332,377,0.919708,,0.836066,
K09333,25,0.666667,,0.8,
K09334,68,0.941176,,0.8,
K09335,166,0.909091,,0.823529,
K09336,316,0.87218,,0.828283,
K09337,83,0.666667,,0.666667,
K09338,3741,0.889177,,0.835361,
K09339,283,0.900901,,0.843373,
K09340,92,0.965517,,0.857143,
K09341,876,0.957507,,0.871429,
K09342,183,0.830769,,0.857143,
K09343,170,0.915254,,0.848485,
K09344,131,0.833333,,0.695652,
K09345,149,0.85,,0.733333,
K09346,176,0.830769,,0.763636,
K09347,142,0.938776,,0.864865,
K09348,223,0.987654,,0.786885,
K09349,602,0.881356,,0.834286,
K09350,118,0.744186,,0.642857,
K09351,82,0.909091,,0.933333,
K09352,52,0.823529,,1.0,
K09353,259,0.849057,,0.876404,
K09354,170,0.96875,,0.888889,
K09355,165,0.84,,0.782609,
K09356,80,0.952381,,0.9,
K09357,66,0.444444,,0.5,
K09358,24,0.571429,,0.666667,
K09359,23,0.727273,,0.8,
K09360,436,0.823529,,0.818182,
K09361,277,0.917431,,0.847059,
K09362,159,0.769231,,0.717949,
K09363,82,1.0,,0.956522,
K09364,573,0.960352,,0.92973,
K09365,359,0.955224,,0.923077,
K09366,276,0.980769,,0.930233,
K09367,172,0.84507,,0.888889,
K09368,329,0.859375,,0.834951,
K09370,207,0.868421,,0.813559,
K09371,476,0.947368,,0.89441,
K09372,195,0.711864,,0.727273,
K09373,402,0.95302,,0.857143,
K09374,307,0.921739,,0.896552,
K09375,274,0.736842,,0.722892,
K09377,710,0.836923,,0.793103,
K09378,296,0.831858,,0.739496,
K09379,61,1.0,,0.833333,
K09380,119,0.727273,,0.307692,
K09381,542,0.932039,,0.887417,
K09382,397,0.948718,,0.913043,
K09383,157,0.666667,,0.516129,
K09384,753,0.905923,,0.912863,
K09385,492,0.917127,,0.849673,
K09386,1088,0.641026,,0.622642,
K09387,85,0.896552,,0.777778,
K09388,215,0.9,,0.83871,
K09389,231,0.95122,,0.753623,
K09390,223,0.987654,,0.909091,
K09391,602,0.9,,0.813559,
K09392,97,0.761905,,0.842105,
K09393,8,0.0,no positive,,no sample
K09395,241,0.91954,,0.807018,
K09396,329,0.984127,,0.934783,
K09397,757,0.968641,,0.934498,
K09398,240,0.97619,,0.818182,
K09399,318,0.920635,,0.857143,
K09400,217,0.917647,,0.966667,
K09401,448,0.988506,,0.948718,
K09402,361,0.877698,,0.888889,
K09403,288,0.972973,,0.863636,
K09404,416,0.945205,,0.897196,
K09405,585,0.834862,,0.741935,
K09406,218,0.917647,,0.935484,
K09407,787,0.941176,,0.871369,
K09408,319,0.890756,,0.790123,
K09409,262,0.735294,,0.521739,
K09410,246,1.0,,0.94382,
K09411,280,0.877193,,0.773333,
K09412,55,1.0,,0.875,
K09413,100,0.923077,,0.823529,
K09414,420,0.855172,,0.757895,
K09415,127,0.978723,,0.933333,
K09416,77,0.761905,,0.625,
K09417,123,1.0,,0.866667,
K09419,2930,0.954545,,0.87234,
K09420,364,0.670732,,0.698795,
K09421,149,0.894737,,0.642857,
K09422,15129,0.922134,,0.826476,
K09423,50,0.9,,1.0,
K09424,51,0.666667,,0.769231,
K09425,128,0.6875,,0.615385,
K09426,42,0.923077,,1.0,
K09427,564,0.241692,,0.228571,
K09428,516,0.925234,,0.91358,
K09429,178,0.793651,,0.782609,
K09430,132,0.884615,,0.791667,
K09431,109,0.833333,,0.666667,
K09432,64,0.96,,0.888889,
K09433,64,0.782609,,0.666667,
K09434,124,0.893617,,0.857143,
K09435,82,0.8,,0.533333,
K09436,287,0.836735,,0.689655,
K09437,101,0.923077,,0.75,
K09438,195,0.926829,,0.8,
K09439,64,0.875,,0.857143,
K09440,220,0.898876,,0.871795,
K09441,207,1.0,,0.914286,
K09442,304,0.940171,,0.849315,
K09443,118,0.883721,,0.896552,
K09444,173,0.935484,,0.926829,
K09445,382,0.935252,,0.829787,
K09446,160,0.90566,,0.818182,
K09447,245,0.979167,,0.933333,
K09448,555,0.857143,,0.832,
K09451,158,0.851852,,0.888889,
K09452,485,0.829545,,0.722892,
K09453,294,0.921739,,0.924731,
K09454,348,0.910448,,0.934783,
K09455,222,0.8,,0.71875,
K09456,1130,0.975281,,0.92,
K09457,1241,0.968553,,0.910675,
K09458,7143,0.908202,,0.873697,
K09459,261,0.971429,,0.9375,
K09461,565,0.995556,,0.900585,
K09462,6,0.0,no positive,0.0,no positive
K09463,81,0.888889,,0.916667,
K09464,60,0.842105,,0.444444,
K09465,25,1.0,,0.5,
K09466,39,0.923077,,0.75,
K09467,155,0.884615,,0.695652,
K09468,41,0.823529,,0.444444,
K09470,95,0.965517,,0.8,
K09471,1357,0.792157,,0.713959,
K09472,647,0.923729,,0.875,
K09473,57,0.8,,1.0,
K09474,470,0.945455,,0.87395,
K09475,116,0.883721,,0.857143,
K09476,362,0.677165,,0.563107,
K09477,13,1.0,,0.8,
K09478,423,0.974684,,0.951613,
K09479,341,0.968254,,0.898305,
K09480,231,0.977778,,0.935065,
K09481,476,0.916667,,0.86747,
K09482,290,0.981481,,0.930233,
K09483,34,0.833333,,0.769231,
K09484,71,0.923077,,0.705882,
K09485,317,0.872727,,0.756757,
K09486,625,0.951613,,0.917647,
K09487,491,0.96875,,0.914286,
K09488,361,0.915493,,0.936937,
K09489,658,0.870229,,0.854271,
K09490,531,0.891429,,0.87931,
K09491,123,1.0,no negative,0.969697,
K09492,252,0.959184,,0.904762,
K09493,279,0.980769,,0.946237,
K09494,274,0.990099,,0.945055,
K09495,338,0.992366,,0.932203,
K09496,299,0.974359,,0.944444,
K09497,279,0.990291,,0.967742,
K09498,352,0.972222,,0.962264,
K09499,287,1.0,,0.945055,
K09500,428,0.9875,,0.932331,
K09501,176,1.0,,0.945455,
K09502,278,0.772277,,0.816901,
K09503,733,0.93007,,0.884615,
K09504,454,0.886486,,0.899329,
K09505,116,0.909091,,0.62069,
K09506,687,0.963235,,0.869565,
K09507,209,0.892857,,0.703704,
K09508,203,0.96875,,0.928571,
K09509,79,0.965517,,1.0,
K09510,896,0.895706,,0.831461,
K09511,161,0.75,,0.916667,
K09512,484,0.861878,,0.821918,
K09513,61,1.0,no negative,0.941176,
K09514,102,0.967742,,0.785714,
K09515,310,0.95935,,0.859813,
K09516,465,0.972376,,0.910448,
K09517,300,0.944,,0.897196,
K09518,772,0.957377,,0.796875,
K09519,521,0.833333,,0.794872,
K09520,88,0.733333,,1.0,
K09521,385,0.960526,,0.864865,
K09522,537,0.960396,,0.869565,
K09523,564,0.95814,,0.862745,
K09524,338,0.822695,,0.786325,
K09525,560,0.980769,,0.931937,
K09526,89,0.967742,,0.956522,
K09527,747,0.777027,,0.740426,
K09528,404,0.957746,,0.866667,
K09529,677,0.957529,,0.83,
K09530,244,0.959184,,0.901408,
K09531,411,0.975,,0.896552,
K09532,345,0.955882,,0.899083,
K09533,304,0.972477,,0.9375,
K09534,499,0.923077,,0.855172,
K09535,163,0.875,,0.901961,
K09536,327,0.916667,,0.896552,
K09537,643,0.932271,,0.880952,
K09538,78,1.0,no negative,0.857143,
K09539,662,0.846774,,0.868778,
K09540,486,0.989583,,0.899329,
K09541,150,0.903226,,0.88,
K09542,1228,0.770398,,0.756871,
K09543,59,1.0,no negative,0.888889,
K09544,115,0.978723,,1.0,no negative
K09545,42,0.0,,0.0,
K09546,224,0.904762,,0.873239,
K09547,65,0.846154,,0.909091,
K09548,475,0.853933,,0.901408,
K09549,535,0.944162,,0.93617,
K09550,526,0.969697,,0.893855,
K09551,155,0.952381,,0.947368,
K09552,327,0.940299,,0.943396,
K09553,546,0.955665,,0.907104,
K09554,530,0.963351,,0.840764,
K09555,195,0.957746,,0.985915,
K09556,281,0.888889,,0.936709,
K09557,214,0.875,,0.757576,
K09558,187,0.970588,,0.75,
K09559,78,0.962963,no negative,0.888889,
K09560,576,0.995434,,0.919786,
K09561,464,0.938272,,0.854545,
K09562,733,0.873563,,0.719101,
K09563,120,0.978723,,0.83871,
K09564,223,0.933333,,0.877193,
K09565,450,0.859259,,0.69697,
K09566,581,0.880383,,0.780488,
K09567,285,0.924731,,0.906667,
K09568,542,0.84492,,0.834286,
K09569,518,0.927374,,0.857143,
K09570,114,1.0,,0.972973,
K09571,742,0.886667,,0.837607,
K09572,451,0.909091,,0.88,
K09573,141,0.982456,,1.0,
K09574,452,0.902439,,0.913043,
K09575,269,0.969072,,0.896552,
K09576,127,0.893617,,0.918919,
K09577,333,0.967213,,0.764706,
K09578,567,0.936842,,0.836158,
K09579,344,0.949153,,0.890909,
K09580,1260,0.917391,,0.784741,
K09581,151,0.77193,,0.883721,
K09582,199,0.961039,,0.920635,
K09583,231,0.956522,,0.977778,
K09584,930,0.883853,,0.849421,
K09585,364,0.971831,,0.909091,
K09586,231,0.824742,,0.688525,
K09587,109,0.954545,,0.83871,
K09588,112,0.974359,,0.914286,
K09589,32,0.923077,,0.857143,
K09590,168,0.967742,,0.808511,
K09591,126,0.952381,,0.8,
K09592,642,0.965812,,0.903955,
K09593,180,0.931507,,0.807018,
K09594,222,0.952381,,0.836364,
K09595,519,0.93401,,0.869565,
K09596,170,1.0,,0.901408,
K09597,578,0.919431,,0.878049,
K09598,183,0.96875,,0.909091,
K09599,22,0.461538,,0.666667,
K09600,16,0.857143,,0.666667,
K09601,28,0.857143,,0.0,
K09602,463,0.929936,,0.784,
K09603,87,0.971429,,0.896552,
K09604,209,0.941176,,0.920635,
K09605,103,0.95,,0.9375,
K09606,261,0.970297,,0.904762,
K09607,576,0.869159,,0.849162,
K09608,118,0.642857,,0.571429,
K09609,143,0.941176,,0.717949,
K09610,125,1.0,,0.8,
K09611,252,0.969697,,0.939759,
K09612,100,0.974359,no negative,0.969697,no negative
K09613,327,0.95935,,0.943396,
K09614,414,0.719577,,0.765957,
K09615,37,1.0,,0.666667,
K09616,83,0.625,,0.571429,
K09617,69,0.952381,,0.875,
K09618,51,0.941176,,1.0,
K09619,59,0.956522,,0.875,
K09620,114,0.857143,,0.909091,
K09621,59,0.857143,,0.923077,
K09622,208,0.745763,,0.702703,
K09623,99,0.9,,0.666667,
K09624,362,0.90566,,0.763636,
K09625,93,0.941176,,0.869565,
K09626,81,1.0,,0.8,
K09627,218,0.585366,,0.60241,
K09628,245,0.875,,0.736842,
K09629,125,0.923077,,0.416667,
K09630,106,0.928571,,0.785714,
K09631,210,0.962963,,0.939394,
K09632,366,0.584615,,0.648649,
K09633,341,0.932203,,0.876404,
K09634,232,0.897959,,0.827586,
K09635,263,0.934783,,0.894118,
K09636,255,0.96,,0.787879,
K09637,164,0.96,,0.733333,
K09638,96,0.974359,,0.933333,
K09639,56,0.6,,0.0,
K09640,593,0.582609,,0.597561,
K09641,103,0.969697,,0.916667,
K09642,176,0.893617,,0.944444,
K09643,256,0.945055,,0.868421,
K09644,35,0.4,,0.444444,
K09645,1036,0.902375,,0.884848,
K09646,775,0.945946,,0.88,
K09647,644,0.893805,,0.853211,
K09648,598,0.868293,,0.843931,
K09649,241,0.5625,,0.584615,
K09650,532,0.892157,,0.83871,
K09651,483,0.966292,,0.940397,
K09652,196,0.96,,0.888889,
K09653,163,1.0,,0.904762,
K09654,195,0.942857,,0.857143,
K09655,154,0.8,,0.681818,
K09656,209,0.894118,,0.923077,
K09657,210,0.840909,,0.90625,
K09658,354,0.850746,,0.880734,
K09659,477,0.903955,,0.828402,
K09660,699,0.930041,,0.774566,
K09661,107,0.769231,,0.909091,
K09662,342,0.934579,,0.839506,
K09663,204,0.906667,,0.823529,
K09664,271,1.0,no negative,0.923077,
K09665,154,1.0,,0.894737,
K09666,239,0.863636,,0.847458,
K09667,966,0.643392,,0.571429,
K09668,284,0.93578,,0.896552,
K09669,363,0.935252,,0.846154,
K09670,12,0.25,,0.0,no positive
K09671,275,0.987342,,0.852941,
K09672,282,0.936709,,0.88,
K09673,251,0.636364,,0.606061,
K09674,118,0.95,,0.928571,
K09675,369,0.833333,,0.8,
K09676,294,0.792453,,0.682927,
K09677,197,0.915254,,0.956522,
K09678,103,0.842105,,0.758621,
K09679,161,0.964286,,0.888889,
K09680,881,0.850794,,0.846473,
K09681,184,0.985915,,0.793103,
K09682,138,1.0,,0.878049,
K09683,90,1.0,no negative,0.916667,
K09684,1274,0.609137,,0.592834,
K09685,484,1.0,,0.957576,
K09688,702,0.865455,,0.849162,
K09688+K09689,1,0.0,,,
K09689,730,0.978723,,0.956175,
K09690,2706,0.893866,,0.808132,
K09691,2688,0.876298,,0.882682,
K09692,855,0.858025,,0.831858,
K09693,757,0.868526,,0.883978,
K09694,762,0.969283,,0.933884,
K09695,508,0.983957,,0.962963,
K09696,549,0.952381,,0.855172,
K09697,511,0.978495,,0.906667,
K09698,913,0.922581,,0.915254,
K09699,3045,0.934657,,0.857143,
K09700,254,0.769231,,0.818182,
K09701,1440,0.968198,,0.833693,
K09702,945,0.853801,,0.712551,
K09703,701,0.969925,,0.860215,
K09704,754,0.948454,,0.867257,
K09705,1803,0.942731,,0.775,
K09706,351,0.905109,,0.795918,
K09707,445,0.935673,,0.848921,
K09708,209,0.97561,,0.985075,
K09709,622,0.911504,,0.835821,
K09710,3996,0.983607,,0.931011,
K09711,163,0.984127,,0.888889,
K09712,473,0.807947,,0.496454,
K09713,189,0.895522,,0.705882,
K09714,138,0.93617,,0.83871,
K09715,129,0.823529,,0.75,
K09716,401,0.915493,,0.9,
K09717,181,0.892857,,0.878049,
K09718,21,0.888889,,0.666667,
K09719,55,1.0,,0.923077,
K09720,113,0.97561,,0.888889,
K09721,138,0.979592,,0.851064,
K09722,261,0.970297,,0.964706,
K09723,362,0.699187,,0.653846,
K09724,64,1.0,,0.823529,
K09725,67,1.0,no negative,0.916667,
K09726,401,0.905405,,0.641975,
K09727,67,0.96,,0.833333,
K09728,174,0.877193,,0.77551,
K09729,315,0.952381,,0.91954,
K09730,211,0.963855,,0.805195,
K09731,173,0.888889,,0.870968,
K09732,178,0.916667,,0.872727,
K09733,292,0.884615,,0.809524,
K09735,306,0.947368,,0.864198,
K09736,224,0.894118,,0.666667,
K09737,116,0.645161,,0.8,
K09738,255,0.795455,,0.818182,
K09739,188,0.972222,,0.867925,
K09740,418,0.940397,,0.859504,
K09741,242,0.879121,,0.695652,
K09742,72,0.916667,,0.666667,
K09743,107,0.952381,,0.941176,
K09744,313,0.921739,,0.942857,
K09745,30,0.727273,,0.6,
K09746,292,0.93578,,0.860465,
K09747,3056,0.959604,,0.929432,
K09748,3921,0.942333,,0.883178,
K09749,988,0.907363,,0.809524,
K09750,68,1.0,no negative,0.916667,
K09751,114,0.947368,,0.969697,
K09752,44,0.923077,,0.888889,
K09753,250,0.9375,,0.75,
K09754,148,0.935484,,0.851852,
K09755,199,0.928571,,0.835821,
K09756,22,0.888889,,0.444444,
K09757,2,0.0,,0.5,
K09758,255,0.990099,no negative,0.962025,
K09759,432,0.911243,,0.873016,
K09760,3065,0.982143,,0.894164,
K09761,5200,0.957814,,0.926611,
K09762,1268,0.945455,,0.887139,
K09763,1211,0.819905,,0.695157,
K09764,904,0.883469,,0.779661,
K09765,863,0.952663,,0.875421,
K09766,376,0.973684,,0.901961,
K09767,1512,0.991681,,0.921101,
K09768,1862,0.984952,,0.921659,
K09769,1326,0.982659,,0.949791,
K09770,459,0.966292,,0.786325,
K09771,1557,0.964467,,0.935811,
K09772,1761,0.954416,,0.872483,
K09773,1789,0.985915,,0.953795,
K09774,2209,0.846765,,0.714286,
K09775,1021,0.944578,,0.849604,
K09776,280,0.972973,,0.835443,
K09777,391,0.993289,,0.965035,
